Entry number	Target word	Target cyrillic	Stem nr	Concept nr	Source concept	Russian stimulus	WOLD core list	LWT code	Similarity set	Language	Village	Region	Date (MM.YYYY)	Latitude	Longitude	Respondent	Full_reference	Supposed toplevel source	Suspected mediator	Reference	Comment	Confirmed
2008		дабдуву		39	the drum	барабан	Yes	18.72	39.8	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2170		дабдуву		39	the drum	барабан	Yes	18.72	39.8	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2317		ттам		39	the drum	барабан	Yes	18.72	39.9	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2472		ттам		39	the drum	барабан	Yes	18.72	39.9	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2630		дамдаму		39	the drum	барабан	Yes	18.72	39.8	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2795		дабдабу		39	the drum	барабан	Yes	18.72	39.8	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2957		далдам		39	the drum	барабан	Yes	18.72	39.5	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3132		дабдуву		39	the drum	барабан	Yes	18.72	39.8	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3292		нагъара		39	the drum	барабан	Yes	18.72	39.6	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3653	tablah			39	the drum				10	arabic	arabic_dictionary					arabic_dictionary						
3724	nağara			39	the drum				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3997	вота			39	the drum				9	chechen	chechen_dictionary					chechen_dictionary						
4148	doli			39	the drum				8	georgian	georgian_dictionary					georgian_dictionary						
4473	tabeereh			39	the drum				3	persian	persian_dictionary					persian_dictionary						
4603	damaameh			39	the drum				4	persian	persian_dictionary					persian_dictionary						
4693	dar			39	the drum				5	persian	persian_dictionary					persian_dictionary						
4757	dohol			39	the drum				6	persian	persian_dictionary					persian_dictionary						
4803	tabl			39	the drum				7	persian	persian_dictionary					persian_dictionary						
4895	барабан			39	the drum				1	russian	russian_dictionary					russian_dictionary						
56	ordek	ордек		40	the duck	утка	Yes	3.57	40.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
252	badušːi	бадущи		40	the duck	утка	Yes	3.57	40.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Turkic				
425	badušːi	бадущи		40	the duck	утка	Yes	3.57	40.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Turkic				
585	babušː	бабущ		40	the duck	утка	Yes	3.57	40.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Turkic				
731	urdek	урдек		40	the duck	утка	Yes	3.57	40.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Turkic				
887	ʕurdek	г1урдек		40	the duck	утка	Yes	3.57	40.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Turkic				
1036	uˤrdek			40	the duck	утка	Yes	3.57	40.1	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Turkic				
1174	ixu	иху		40	the duck	утка	Yes	3.57	40.2	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Georgian				
1444		бадбад		40	the duck	утка	Yes	3.57	40.3	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1606		уьрдек		40	the duck	утка	Yes	3.57	40.1	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1813		оьрдек		40	the duck	утка	Yes	3.57	40.1	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1814		бабиш		40	the duck	утка	Yes	3.57	40.2	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1989		бядбяд		40	the duck	утка	Yes	3.57	40.3	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2150		бядбядя		40	the duck	утка	Yes	3.57	40.3	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2298		бядбядя		40	the duck	утка	Yes	3.57	40.3	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2453		бядбяд		40	the duck	утка	Yes	3.57	40.3	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2610		бядбяд		40	the duck	утка	Yes	3.57	40.3	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2774		эгюр		40	the duck	утка	Yes	3.57	40.4	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2936		къаз		40	the duck	утка	Yes	3.57	40.5	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1					Perhaps goose. According to the consultant, badbad is ‘turkey’	
3109		уьрдег		40	the duck	утка	Yes	3.57	40.1	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						y
3110		бадбад		40	the duck	утка	Yes	3.57	40.3	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3273		бядбяд		40	the duck	утка	Yes	3.57	40.3	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3436		уьрдег		40	the duck	утка	Yes	3.57	40.1	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3473	battah			40	the duck				3	arabic	arabic_dictionary					arabic_dictionary						
3725	ördək			40	the duck				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3869	бад			40	the duck				3	chechen	chechen_dictionary					chechen_dictionary						
4066	iχvi			40	the duck				4	georgian	georgian_dictionary					georgian_dictionary						
4402	ordak			40	the duck				2	persian	persian_dictionary					persian_dictionary						
4474	bat			40	the duck				3	persian	persian_dictionary					persian_dictionary						
4896	утка			40	the duck				1	russian	russian_dictionary					russian_dictionary						
57	ħur	х1ур		41	the dust	пыль	Yes	1.213	41.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
253	ƛ’eχʷa	кьехва		41	the dust	пыль	Yes	1.213	41.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
426	ƛ’eχʷa	кьехва		41	the dust	пыль	Yes	1.213	41.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
586	ƛ’eχʷa	кьехва		41	the dust	пыль	Yes	1.213	41.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
732	dada	дада		41	the dust	пыль	Yes	1.213	41.3	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
888	ħur	х1ур		41	the dust	пыль	Yes	1.213	41.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1037	gun	гун		41	the dust	пыль	Yes	1.213	41.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Unidentified				
1175	got’	гот1		41	the dust	пыль	Yes	1.213	41.5	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1176	pax	пах		41	the dust	пыль	Yes	1.213	41.6	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1399		руг		41	the dust	пыль	Yes	1.213	41.7	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1565		туз		41	the dust	пыль	Yes	1.213	41.8	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1760		чанг		41	the dust	пыль	Yes	1.213	41.9	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1946		бишуруг		41	the dust	пыль	Yes	1.213	41.11	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2105		бишуругу		41	the dust	пыль	Yes	1.213	41.11	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2259		бишуругу		41	the dust	пыль	Yes	1.213	41.11	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2412		пягь		41	the dust	пыль	Yes	1.213	41.6	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2569		пягь		41	the dust	пыль	Yes	1.213	41.6	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2732		бишуруг		41	the dust	пыль	Yes	1.213	41.11	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2893		руг		41	the dust	пыль	Yes	1.213	41.7	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3065		руг		41	the dust	пыль	Yes	1.213	41.7	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3232		бишуруг		41	the dust	пыль	Yes	1.213	41.11	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3394		туз		41	the dust	пыль	Yes	1.213	41.8	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3616	turaab			41	the dust				8	arabic	arabic_dictionary					arabic_dictionary						
3726	toz			41	the dust				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3966	чан			41	the dust				7	chechen	chechen_dictionary					chechen_dictionary						
4475	apra			41	the dust				3	persian	persian_dictionary					persian_dictionary						
4604	pak			41	the dust				4	persian	persian_dictionary					persian_dictionary						
4694	torbat			41	the dust				5	persian	persian_dictionary					persian_dictionary						
4758	khak			41	the dust				6	persian	persian_dictionary					persian_dictionary						
4897	пыль			41	the dust				1	russian	russian_dictionary					russian_dictionary						
58	k’ilk’al	к1илк1ал		42	the earring	серьга, сережка	Yes	6.77	42.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/					Plural	
254	kic’u	киц1у		42	the earring	серьга, сережка	Yes	6.77	42.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
427	k’ic’ubil	к1иц1убил		42	the earring	серьга, сережка	Yes	6.77	42.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan			Plural	
733	q’inq’il	къинкъил		42	the earring	серьга, сережка	Yes	6.77	42.3	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
889	k’ilk’al	к1илк1ал		42	the earring	серьга, сережка	Yes	6.77	42.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1038	tʼuj	т1уй		42	the earring	серьга, сережка	Yes	6.77	42.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1177	äᵑɣäläɬčö			42	the earring	серьга, сережка	Yes	6.77	42.5	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1420		япагъан		42	the earring	серьга, сережка	Yes	6.77	42.6	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1585		зиргъе		42	the earring	серьга, сережка	Yes	6.77	42.7	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1783		сыргъалар		42	the earring	серьга, сережка	Yes	6.77	42.7	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1784		гьалкъалар		42	the earring	серьга, сережка	Yes	6.77	42.8	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1967		сиргъи		42	the earring	серьга, сережка	Yes	6.77	42.7	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2127		сиргъи		42	the earring	серьга, сережка	Yes	6.77	42.7	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2277		сиргъи		42	the earring	серьга, сережка	Yes	6.77	42.7	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2432		ирц1ала		42	the earring	серьга, сережка	Yes	6.77	42.9	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2589		урц1ал		42	the earring	серьга, сережка	Yes	6.77	42.9	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2753		сиргъи		42	the earring	серьга, сережка	Yes	6.77	42.7	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2915		ибак1итрудр		42	the earring	серьга, сережка	Yes	6.77	42.11	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2916		гьибар		42	the earring	серьга, сережка	Yes	6.77	42.12	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3086		япагъан		42	the earring	серьга, сережка	Yes	6.77	42.6	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3252		сиргъи		42	the earring	серьга, сережка	Yes	6.77	42.7	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3414		сиргъа		42	the earring	серьга, сережка	Yes	6.77	42.7	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3617	qurt			42	the earring				8	arabic	arabic_dictionary					arabic_dictionary						
3640	halqah			42	the earring				9	arabic	arabic_dictionary					arabic_dictionary						
3838	küpe			42	the earring				3	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
4135	saq'ure			42	the earring				7	georgian	georgian_dictionary					georgian_dictionary						
4605	softeh			42	the earring				4	persian	persian_dictionary					persian_dictionary						
4695	shanf			42	the earring				5	persian	persian_dictionary					persian_dictionary						
4759	goosh-mahee			42	the earring				6	persian	persian_dictionary					persian_dictionary						
4898	серьга			42	the earring				1	russian	russian_dictionary					russian_dictionary						
5022	сережка			42	the earring				2	russian	russian_dictionary					russian_dictionary						
59	χono	хоно		43	the egg	яйцо	Yes	5.97	43.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
255	k’ork’on	к1орк1он		43	the egg	яйцо	Yes	5.97	43.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
428	k’ork’on	к1орк1он		43	the egg	яйцо	Yes	5.97	43.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
587	k’ork’on	к1орк1рон		43	the egg	яйцо	Yes	5.97	43.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
734	k’ark’any	к1арк1ану		43	the egg	яйцо	Yes	5.97	43.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
890	ħuno	х1уно		43	the egg	яйцо	Yes	5.97	43.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1039	genuk			43	the egg	яйцо	Yes	5.97	43.3	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Unidentified				
1178	c’emuc’			43	the egg	яйцо	Yes	5.97	43.4	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1460		кака		43	the egg	яйцо	Yes	5.97	43.5	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1621		юмурта		43	the egg	яйцо	Yes	5.97	43.6	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1836		йымырткъа		43	the egg	яйцо	Yes	5.97	43.6	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
2003		пялюхю		43	the egg	яйцо	Yes	5.97	43.7	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2165		пялюхю		43	the egg	яйцо	Yes	5.97	43.7	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2311		пялях		43	the egg	яйцо	Yes	5.97	43.7	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2312		мурта		43	the egg	яйцо	Yes	5.97	43.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2467		мякьва		43	the egg	яйцо	Yes	5.97	43.8	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2625		мякьва		43	the egg	яйцо	Yes	5.97	43.8	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2790		пелюдзю		43	the egg	яйцо	Yes	5.97	43.7	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2791		мурта		43	the egg	яйцо	Yes	5.97	43.6	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2952		мурта		43	the egg	яйцо	Yes	5.97	43.6	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3127		куку		43	the egg	яйцо	Yes	5.97	43.5	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3287		пелуху		43	the egg	яйцо	Yes	5.97	43.7	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3451		юмурта		43	the egg	яйцо	Yes	5.97	43.6	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3641	beydh			43	the egg				9	arabic	arabic_dictionary					arabic_dictionary						
3727	yumurta			43	the egg				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3981	х1оа			43	the egg				8	chechen	chechen_dictionary					chechen_dictionary						
4136	k'vertsχi			43	the egg				7	georgian	georgian_dictionary					georgian_dictionary						
4476	asteeneh			43	the egg				3	persian	persian_dictionary					persian_dictionary						
4606	bayz			43	the egg				4	persian	persian_dictionary					persian_dictionary						
4696	tokhm			43	the egg				5	persian	persian_dictionary					persian_dictionary						
4760	khag			43	the egg				6	persian	persian_dictionary					persian_dictionary						
4899	яйцо			43	the egg				1	russian	russian_dictionary					russian_dictionary						
60	marha	маргьа		44	the fairy tale	сказка	No		44.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
256	muχa	муха		44	the fairy tale	сказка	No		44.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
429	muχa	муха		44	the fairy tale	сказка	No		44.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
588	muχa	муха		44	the fairy tale	сказка	No		44.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
735	muχa	муха		44	the fairy tale	сказка	No		44.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
891	ħakija	х1акия		44	the fairy tale	сказка	No		44.3	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Unidentified				
1422		хькет		44	the fairy tale	сказка	No		44.4	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1587		нагъыл		44	the fairy tale	сказка	No		44.5	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1787		ёмакъ		44	the fairy tale	сказка	No		44.6	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1969		махъ		44	the fairy tale	сказка	No		44.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2129		махъ		44	the fairy tale	сказка	No		44.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2279		махъ		44	the fairy tale	сказка	No		44.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2434		хабар		44	the fairy tale	сказка	No		44.7	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2591		хабар		44	the fairy tale	сказка	No		44.7	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2755		махъ		44	the fairy tale	сказка	No		44.6	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2918		ихтиллат		44	the fairy tale	сказка	No		44.8	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3088		хькет		44	the fairy tale	сказка	No		44.4	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3254		махъ		44	the fairy tale	сказка	No		44.6	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3416		нагъыл		44	the fairy tale	сказка	No		44.5	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3654	qessa			44	the fairy tale				10	arabic	arabic_dictionary					arabic_dictionary						
3668	hikaya			44	the fairy tale				11	arabic	arabic_dictionary					arabic_dictionary						
3676	haddouta			44	the fairy tale				12	arabic	arabic_dictionary					arabic_dictionary						
3728	nağıl			44	the fairy tale				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3839	yalan			44	the fairy tale				3	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3998	туьйра			44	the fairy tale				9	chechen	chechen_dictionary					chechen_dictionary						
4149	zʁap'ari			44	the fairy tale				8	georgian	georgian_dictionary					georgian_dictionary						
4607	afsāneh			44	the fairy tale				4	persian	persian_dictionary					persian_dictionary						
4697	qesseh			44	the fairy tale				5	persian	persian_dictionary					persian_dictionary						
4761	angaresh			44	the fairy tale				6	persian	persian_dictionary					persian_dictionary						
4804	-soorat			44	the fairy tale				7	persian	persian_dictionary					persian_dictionary						
4900	сказка			44	the fairy tale				1	russian	russian_dictionary					russian_dictionary						
61	qizan	хъизан		45	the family	семья	Yes	2.82	45.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
257	qizan	хъизан		45	the family	семья	Yes	2.82	45.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Avar				
430	qizan	хъизан		45	the family	семья	Yes	2.82	45.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Avar				
589	qizan	хъизан		45	the family	семья	Yes	2.82	45.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Avar				
736	qizan	хъизан		45	the family	семья	Yes	2.82	45.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Avar				
892	ahlo	агьло		45	the family	семья	Yes	2.82	45.2	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Turkic				
1040	χali			45	the family	семья	Yes	2.82	45.3	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1179	qizan			45	the family	семья	Yes	2.82	45.1	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Avar				
1417		хазан		45	the family	семья	Yes	2.82	45.1	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1582		хизан		45	the family	семья	Yes	2.82	45.1	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1779		уягьлю		45	the family	семья	Yes	2.82	45.2	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1780		агьлю		45	the family	семья	Yes	2.82	45.2	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1964		кюфлет		45	the family	семья	Yes	2.82	45.4	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2123		хал		45	the family	семья	Yes	2.82	45.5	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2124		хизан		45	the family	семья	Yes	2.82	45.1	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2274		хизан		45	the family	семья	Yes	2.82	45.1	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2429		кулпет		45	the family	семья	Yes	2.82	45.4	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2586		кулпет		45	the family	семья	Yes	2.82	45.4	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2750		кюфлет		45	the family	семья	Yes	2.82	45.4	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2911		хизан		45	the family	семья	Yes	2.82	45.1	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
